SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,YearsOld
1277,4,2,Suburb,2017,104910.0136,5
2508,4,3,Rural,1954,308884.1246,68
1594,5,1,Suburb,2004,160639.5038,18
1934,3,3,Suburb,1969,235038.3145,53
1140,2,1,Rural,2013,174264.1284,9
1845,2,1,Rural,1967,129414.0459,55
2007,3,2,Rural,1999,299796.2742,23
2630,4,2,Urban,2003,234507.0637,19
1876,3,2,Suburb,1992,270881.99,30
2729,4,3,Suburb,2001,296948.1282,21
1109,5,1,Urban,1993,236085.0416,29
2075,2,2,Suburb,1967,200795.1336,55
2638,2,3,Rural,1955,260560.8339,67
1612,5,3,Rural,2013,226682.2304,9
2677,5,1,Urban,1984,247841.5045,38
1712,4,2,Suburb,1997,133626.2215,25
2993,3,2,Suburb,1958,356880.9973,64
2342,4,2,Urban,2012,310358.592,10
2222,4,2,Rural,2012,303978.2897,10
1795,2,3,Rural,2019,232656.9976,3
1728,4,2,Suburb,1959,166112.4513,63
2069,3,2,Rural,1987,237147.1206,35
1504,4,3,Suburb,1966,130733.3249,56
2563,2,1,Rural,2018,353284.8419,4
2537,3,1,Rural,1979,297015.1744,43
2918,3,3,Suburb,2013,353509.9466,9
2040,2,3,Suburb,1970,246170.4309,52
1314,2,2,Rural,1961,130633.0871,61
2459,4,1,Suburb,1964,353586.9986,58
2411,2,1,Rural,2015,259563.5184,7
1076,5,2,Suburb,2005,201663.4878,17
1977,2,2,Urban,1990,202004.543,32
1898,5,2,Suburb,1969,351061.9048,53
2394,2,2,Rural,1977,278980.265,45
2188,5,3,Rural,2010,231328.7279,12
2632,5,3,Rural,2015,248049.9417,7
2640,2,2,Urban,1974,332003.7144,48
2047,3,1,Rural,1969,217932.7547,53
1711,3,1,Suburb,1951,128163.2739,71
2058,5,1,Suburb,2001,215358.8381,21
2537,3,1,Rural,1989,256076.6597,33
2824,2,1,Suburb,1961,253397.7851,61
2867,5,2,Rural,2021,381750.1622,1
1853,4,1,Urban,2019,179418.6571,3
2484,5,3,Rural,1994,255811.2781,28
2161,4,3,Urban,1962,240490.672,60
2872,4,1,Rural,1986,332330.0038,36
2597,5,3,Urban,2007,297104.1378,15
2834,4,2,Urban,1966,421462.3483,56
1708,3,1,Urban,1976,193004.2764,46
2912,4,2,Suburb,1967,400754.3284,55
2594,3,3,Suburb,1970,316406.5196,52
1264,5,1,Suburb,1963,148679.2956,59
1332,4,2,Urban,1957,189907.8693,65
1187,4,2,Suburb,2008,158489.1379,14
2086,3,2,Suburb,2009,263594.0792,13
1819,3,2,Suburb,2013,169404.3309,9
2302,5,2,Suburb,1988,241615.891,34
2565,5,3,Rural,1961,262043.3248,61
2194,4,1,Urban,2019,301852.597,3
2526,2,2,Rural,2004,349839.9092,18
2987,4,2,Urban,1974,307700.7548,48
2556,4,3,Rural,1984,229861.53,38
1298,5,1,Suburb,1991,105530.8523,31
1200,5,1,Suburb,1969,205684.2703,53
2158,4,1,Rural,2008,213666.6669,14
1271,3,1,Rural,1997,147051.8973,25
1534,5,1,Suburb,1952,207867.9057,70
2465,4,3,Suburb,2018,324345.5468,4
2110,2,2,Rural,1965,141830.112,57
1030,4,1,Urban,2008,119396.6458,14
2144,2,1,Rural,1970,242960.5326,52
1068,2,2,Rural,1964,38873.11053,58
2669,2,2,Rural,1987,234252.332,35
1882,4,1,Rural,1995,259858.8074,27
1960,5,3,Rural,1991,174653.9572,31
1826,3,2,Suburb,1992,269776.5024,30
2519,3,2,Rural,1986,295364.875,36
1923,4,3,Suburb,2009,284546.884,13
2169,4,2,Suburb,2012,248086.488,10
1983,2,2,Rural,2004,231292.7799,18
2356,5,1,Rural,2008,217855.3359,14
1480,4,2,Rural,1987,133982.8528,35
2929,3,2,Urban,2012,302456.4592,10
2286,4,3,Urban,1965,280827.3041,57
1292,5,2,Suburb,1997,175798.6222,25
2452,5,3,Rural,1953,230676.9946,69
1085,4,3,Suburb,2007,141899.4373,15
2039,4,3,Rural,1976,194322.0935,46
1727,5,2,Rural,1976,166464.8552,46
1627,5,3,Rural,2002,97818.1555,20
1117,2,1,Suburb,1975,203358.8383,47
1269,4,2,Urban,1978,176442.5386,44
2418,4,2,Suburb,1988,329068.9555,34
1978,4,3,Suburb,1975,150393.8281,47
1854,3,3,Urban,1960,185655.7619,62
1161,2,3,Rural,2013,92940.98735,9
1699,5,3,Suburb,1957,189809.8962,65
2127,2,1,Rural,1962,260512.4919,60
2676,3,2,Rural,1999,280270.5491,23
1166,2,3,Urban,1950,120042.8369,72
1299,3,1,Suburb,2014,186735.4379,8
1027,2,3,Urban,1992,125094.2356,30
2447,2,1,Suburb,1957,223615.6896,65
2807,2,2,Urban,1982,342769.0971,40
1561,4,1,Rural,2005,194267.4742,17
1882,5,3,Urban,1968,145310.4235,54
1155,2,2,Rural,1970,175084.4924,52
2347,4,3,Suburb,1971,323031.5346,51
2371,4,2,Suburb,1971,233695.3622,51
2144,4,3,Urban,2000,247708.3932,22
2979,3,1,Urban,1998,201444.9479,24
1651,2,2,Rural,1957,91905.52938,65
2551,5,1,Suburb,2017,271546.4816,5
1820,2,1,Rural,1956,234635.9367,66
2973,2,3,Urban,2010,281397.7893,12
1560,5,2,Urban,1963,162608.5172,59
2187,4,1,Urban,2019,273298.0249,3
2085,2,3,Urban,2005,284386.8379,17
2363,4,3,Suburb,1987,313709.57,35
2689,4,1,Rural,1980,334360.384,42
1311,4,1,Suburb,1971,100303.8405,51
1375,5,1,Suburb,1999,126841.2606,23
2369,4,3,Suburb,1950,247946.8483,72
1149,2,2,Urban,1991,80120.96537,31
2911,4,3,Urban,1995,319871.1101,27
1584,3,1,Rural,2014,154638.0581,8
1580,3,3,Suburb,1976,156780.8985,46
1976,3,2,Urban,1998,216738.8904,24
1176,4,3,Suburb,2008,89442.30962,14
1353,2,3,Suburb,1951,229535.4711,71
1513,2,3,Suburb,1968,177289.8037,54
1308,4,3,Urban,1960,205481.2836,62
1118,4,3,Suburb,1981,148255.1812,41
2542,5,1,Rural,1999,231010.2671,23
1766,4,2,Urban,2016,266095.933,6
1995,3,1,Rural,1978,246563.0521,44
1972,5,3,Urban,2005,226744.3352,17
1915,5,3,Suburb,1968,211970.5607,54
1477,4,3,Suburb,2008,180141.8441,14
2437,4,2,Suburb,1980,227890.7527,42
1586,5,1,Urban,1950,205808.1665,72
1350,5,1,Rural,2000,173627.4059,22
2529,5,3,Rural,2003,222100.6596,19
1194,5,1,Suburb,1999,139426.4819,23
2210,5,2,Rural,2017,216714.5951,5
2473,2,1,Rural,2020,239811.4353,2
1495,5,3,Rural,1973,179354.193,49
1514,5,1,Suburb,1973,190109.277,49
1695,2,1,Urban,1960,141825.5458,62
2870,3,1,Suburb,1980,271986.2271,42
1272,3,1,Suburb,1995,211704.0914,27
1879,3,2,Rural,2019,145230.8956,3
1051,3,3,Suburb,2003,78633.88034,19
1262,4,1,Rural,1962,123315.2007,60
2391,4,1,Suburb,2014,197452.5389,8
1132,5,1,Suburb,1975,120777.4897,47
1993,5,2,Urban,1979,231654.9869,43
2248,3,3,Rural,2009,225689.5882,13
1309,3,2,Suburb,1969,48445.97542,53
2596,2,3,Suburb,1963,320422.987,59
2900,2,1,Urban,2010,278551.7464,12
1015,2,3,Rural,1986,90180.23096,36
2764,3,3,Suburb,1974,203824.2112,48
1194,2,3,Rural,1992,161255.1861,30
2786,5,1,Suburb,2019,331188.9361,3
2466,3,2,Rural,1994,267887.4432,28
1302,4,1,Rural,1986,175619.5611,36
2071,3,2,Suburb,1993,207688.9014,29
2770,4,2,Urban,1968,374689.5883,54
2144,4,2,Suburb,1975,288968.1303,47
2522,3,2,Urban,2021,256785.078,1
1831,2,2,Urban,1999,190716.3952,23
1561,5,1,Suburb,1951,85323.7864,71
2492,3,1,Suburb,1959,236868.0832,63
1040,2,2,Urban,1983,124179.5234,39
2479,4,3,Suburb,2019,272821.3686,3
1533,4,1,Suburb,1978,87990.90111,44
1370,4,2,Urban,1996,202178.565,26
2205,4,2,Suburb,1967,445343.4094,55
1516,3,3,Suburb,2019,64576.23925,3
1656,5,3,Rural,1973,257844.685,49
2892,4,2,Urban,1969,383763.322,53
1589,2,3,Rural,1981,185256.2991,41
1230,2,1,Rural,1975,151490.4748,47
1808,5,2,Suburb,1992,240865.4637,30
2371,5,1,Urban,2013,329573.9994,9
1478,5,2,Urban,1952,231630.6665,70
2232,4,1,Suburb,1977,233112.1715,45
1674,3,2,Rural,1956,146639.1607,66
2703,4,1,Urban,1989,333177.4012,33
1277,4,3,Rural,2017,225572.975,5
2772,2,2,Suburb,1980,353572.1888,42
2711,3,2,Suburb,1977,208968.4635,45
1052,3,2,Rural,1986,185908.5262,36
2884,2,2,Rural,1956,319731.5611,66
2033,2,1,Urban,1997,246973.0784,25
2681,2,2,Urban,1990,211789.5662,32
2762,5,3,Suburb,1992,317257.1855,30
1747,3,1,Rural,2020,200904.9502,2
1463,2,2,Rural,2008,155609.7468,14
1753,2,2,Suburb,1986,215737.3182,36
2840,2,1,Rural,1953,288421.3566,69
1582,4,1,Rural,1994,83692.1321,28
1157,3,2,Rural,1984,102863.2236,38
1018,3,1,Suburb,1969,145995.1978,53
1054,5,3,Rural,1980,86143.72738,42
2979,4,2,Urban,1950,302338.5188,72
2750,3,2,Urban,1995,356535.1532,27
2991,5,1,Suburb,2020,325815.7112,2
1720,5,3,Suburb,2005,236732.2983,17
2044,2,3,Urban,2002,286988.1885,20
2305,5,2,Rural,1995,206331.6445,27
1760,5,3,Rural,1958,167528.5135,64
2563,4,3,Suburb,2004,252444.9541,18
2018,2,3,Rural,2020,223768.8726,2
2958,2,2,Urban,2018,263084.8656,4
2440,2,2,Rural,1989,335116.0217,33
1807,5,3,Rural,1998,143135.7437,24
1722,2,3,Urban,1976,235182.6153,46
1284,3,2,Suburb,1951,215673.2575,71
2555,4,2,Rural,1964,176222.2799,58
2555,4,1,Rural,2008,208030.0359,14
1510,5,1,Rural,1953,161719.0565,69
2865,2,3,Rural,2012,323981.291,10
2021,4,2,Rural,1968,197990.64,54
2419,5,2,Suburb,1980,237640.1668,42
1119,5,2,Rural,2003,138934.2224,19
1096,4,3,Urban,1961,102944.691,61
1119,2,1,Suburb,2003,14947.32297,19
2560,2,2,Urban,1984,243642.6548,38
2176,3,2,Rural,2002,176580.6976,20
2268,3,1,Suburb,2013,251692.0309,9
2795,2,2,Rural,1965,258677.5291,57
2539,3,2,Urban,2010,223231.6747,12
1392,3,1,Urban,1981,150363.5496,41
2166,4,1,Rural,1957,190469.3551,65
2527,2,2,Rural,1985,176233.7555,37
1793,4,2,Suburb,1958,204445.5602,64
2870,4,2,Suburb,2004,254646.8231,18
2881,5,1,Rural,2013,341975.2862,9
1219,2,2,Suburb,2000,160230.506,22
1838,4,1,Suburb,1980,166938.109,42
1159,3,2,Suburb,1956,199401.5784,66
2099,5,3,Urban,1951,278043.3761,71
1610,3,2,Urban,2004,137939.0776,18
2715,5,2,Rural,1958,374664.5532,64
1638,3,2,Suburb,1961,20170.64415,61
2055,3,3,Rural,2002,287608.1231,20
1776,3,1,Urban,1965,226647.4385,57
1333,4,2,Suburb,2015,126148.9666,7
2548,2,1,Suburb,1986,232176.1501,36
2463,5,1,Urban,1955,259840.9607,67
1891,4,3,Suburb,1998,205817.3749,24
1939,5,3,Suburb,1960,146693.4931,62
1351,4,2,Rural,1965,175511.8785,57
2362,5,2,Rural,2020,323538.092,2
1925,5,3,Urban,1971,290787.6108,51
2423,3,3,Rural,2009,240955.9945,13
1395,5,2,Rural,1957,180092.8452,65
2225,5,2,Suburb,1955,313448.5259,67
2985,3,1,Rural,1984,313473.9851,38
1529,4,2,Rural,1969,255497.871,53
2932,4,3,Suburb,2010,273157.8518,12
2116,2,1,Rural,1985,204526.0814,37
2815,2,1,Rural,1995,219761.4718,27
1357,2,1,Urban,1960,181792.4212,62
2419,2,1,Suburb,1968,207982.1871,54
1827,5,1,Rural,1985,253528.819,37
1059,5,1,Rural,1964,169398.4201,58
1476,2,3,Rural,2015,252894.4853,7
2749,3,3,Rural,1955,320263.7852,67
1611,2,2,Suburb,1995,182348.802,27
1000,4,3,Rural,1961,56984.68392,61
2578,5,3,Urban,1991,316085.0879,31
1310,3,2,Urban,1962,223576.0295,60
1167,4,1,Rural,1992,216190.0189,30
1191,3,3,Rural,2002,128032.2377,20
2057,3,3,Suburb,1971,233762.953,51
2057,2,1,Suburb,1985,272304.9593,37
2711,4,1,Suburb,1955,301928.9269,67
2440,2,3,Urban,1955,304545.4061,67
1707,4,1,Urban,1996,274085.9522,26
2181,5,3,Rural,2019,277691.1768,3
2780,4,1,Rural,1991,213025.8582,31
2523,5,2,Urban,2003,346656.4839,19
1365,5,3,Urban,2019,139533.7742,3
2363,2,1,Rural,2015,198815.7372,7
1857,5,1,Urban,1984,175358.8141,38
2358,2,2,Rural,1962,250415.8442,60
2606,3,1,Suburb,1996,261971.2682,26
1326,3,1,Rural,2003,107533.7081,19
1113,3,1,Suburb,2015,76072.59317,7
1796,4,3,Suburb,1991,182777.6173,31
1918,5,2,Urban,1988,224961.6759,34
2441,2,2,Urban,1979,360488.8673,43
2491,3,2,Suburb,1960,340725.1075,62
2166,2,3,Suburb,2008,211081.1991,14
1608,3,1,Urban,1983,264014.0599,39
1308,5,3,Rural,2004,161988.9622,18
1400,3,2,Urban,1981,275987.766,41
2343,2,2,Urban,1969,264749.9028,53
1211,3,2,Suburb,2003,160721.8293,19
1316,2,3,Urban,1952,168069.6999,70
1184,3,3,Suburb,1960,109829.4306,62
2228,2,1,Suburb,2015,321810.849,7
2387,3,3,Rural,2000,243310.402,22
2239,5,1,Urban,2003,234644.3353,19
1245,3,1,Urban,1982,184146.3505,40
1238,4,1,Rural,1982,73684.2291,40
2828,2,2,Urban,1965,301526.2275,57
2414,3,1,Rural,1993,238936.8561,29
1519,4,3,Urban,1968,108024.4487,54
2613,2,3,Urban,2021,267638.2305,1
2859,3,2,Suburb,1969,313589.9006,53
1276,3,2,Rural,1992,170757.692,30
2980,5,2,Urban,1972,263557.9589,50
2005,3,3,Urban,1976,153518.2204,46
1201,2,3,Rural,1970,189627.5456,52
1213,4,1,Suburb,1953,237439.6889,69
1605,3,3,Urban,1964,133759.481,58
1477,4,2,Urban,1986,128522.4991,36
1507,2,1,Urban,2006,131970.2403,16
2999,2,1,Suburb,2001,261895.2457,21
2098,3,2,Suburb,1959,210109.14,63
1668,5,1,Rural,1994,153981.1293,28
1664,3,2,Urban,1988,208472.5399,34
2977,5,2,Suburb,2001,318823.829,21
1141,3,2,Urban,2007,149254.4729,15
2613,4,3,Rural,1994,366958.202,28
1321,5,2,Rural,1956,216398.9001,66
2717,5,2,Rural,1984,286913.0272,38
1460,4,1,Rural,1959,199246.6756,63
1706,3,1,Suburb,1976,302363.2341,46
1669,2,2,Rural,1952,95400.50875,70
2169,2,1,Rural,2007,218196.8582,15
1053,3,3,Suburb,2001,112175.3757,21
2379,4,3,Urban,1991,282634.3953,31
1276,2,1,Urban,1999,110622.2075,23
2844,4,1,Suburb,2003,342349.6387,19
2618,3,1,Rural,1990,375675.7036,32
1399,4,1,Rural,2004,83401.76061,18
1667,4,1,Suburb,1977,185320.2652,45
1515,4,3,Urban,2015,163118.4657,7
2522,2,2,Rural,2007,268783.0774,15
2334,4,1,Urban,1994,199840.7192,28
2294,5,2,Urban,1971,248516.9088,51
1575,4,1,Suburb,2001,216946.2827,21
2472,4,2,Rural,1976,276457.5115,46
1111,3,1,Suburb,1952,188630.6321,70
1238,4,1,Rural,2015,196855.237,7
2167,4,3,Urban,1994,228174.0152,28
2397,2,3,Suburb,2008,269714.5386,14
2043,5,3,Rural,1960,170482.7568,62
2599,3,3,Suburb,1958,269127.2673,64
2312,5,1,Suburb,1983,336804.4013,39
2616,4,3,Suburb,1970,262897.9772,52
1196,2,2,Rural,1983,139627.0395,39
1381,5,3,Urban,2008,123519.2245,14
2604,5,2,Rural,2021,234179.6042,1
2721,5,2,Urban,2015,362666.6744,7
2702,5,1,Suburb,2007,292519.5775,15
2740,5,3,Urban,1994,311314.9339,28
2515,2,3,Suburb,1997,228926.0222,25
1163,4,2,Rural,1978,131842.8857,44
1605,2,2,Suburb,1991,172058.3366,31
2272,2,3,Urban,1957,194020.3736,65
2091,2,2,Urban,1985,275009.0057,37
1854,2,1,Suburb,1985,185662.446,37
2044,4,3,Urban,1991,206912.437,31
1830,4,1,Rural,2000,158978.5706,22
2535,2,1,Urban,1973,258443.2057,49
1596,5,3,Suburb,1950,168301.7673,72
2413,4,3,Suburb,1966,278984.0515,56
1535,4,2,Urban,1963,252156.7703,59
1110,2,1,Suburb,1970,152498.2513,52
1948,5,3,Suburb,2005,232650.5,17
1862,5,3,Suburb,1970,202058.8006,52
1594,2,1,Suburb,1966,209067.4241,56
2893,2,2,Suburb,1968,254799.7698,54
2021,4,3,Rural,1956,206632.0435,66
1459,4,1,Suburb,2018,160945.4438,4
2101,3,1,Suburb,1965,191806.5254,57
1433,3,2,Rural,2008,156497.5863,14
2403,2,3,Urban,2007,175412.3434,15
2675,3,1,Suburb,2019,296306.9259,3
2463,5,2,Suburb,1963,439022.2014,59
1887,5,3,Suburb,1958,240328.4732,64
1782,5,3,Rural,1950,220288.0213,72
2362,4,3,Suburb,2006,207557.9119,16
1987,3,3,Rural,1971,177717.1758,51
2447,3,3,Suburb,1969,228372.1764,53
1168,2,2,Urban,1980,81291.42834,42
1708,4,1,Rural,1997,220618.2604,25
1964,4,2,Urban,2013,196700.2342,9
2285,4,1,Rural,1953,228803.0026,69
1726,5,2,Rural,1977,320253.6001,45
2602,4,3,Rural,1957,260919.6537,65
1228,3,2,Rural,2019,181127.9598,3
2184,2,1,Urban,2021,259197.1271,1
1426,3,3,Suburb,2000,222608.8032,22
1121,4,1,Urban,2017,142454.4893,5
1148,2,3,Suburb,1956,163095.3275,66
1851,5,3,Urban,1955,165691.6103,67
1704,2,3,Urban,1996,177724.7296,26
2766,4,1,Rural,1970,312369.4363,52
1110,4,1,Rural,1976,245285.276,46
2680,2,2,Rural,2021,273370.5436,1
2244,4,1,Urban,1972,256414.1135,50
2927,4,2,Rural,1966,313305.3042,56
1063,4,1,Rural,1960,231008.4079,62
1637,4,3,Urban,1970,232532.4383,52
2753,2,2,Urban,1974,305824.0793,48
2819,2,2,Suburb,1959,264909.2091,63
2377,3,2,Rural,1982,278062.9672,40
2497,5,2,Rural,1955,308977.85,67
1908,5,1,Rural,1974,203741.622,48
2771,3,2,Suburb,2013,244495.1441,9
2508,2,3,Rural,1988,214650.3271,34
1012,3,1,Urban,1987,73134.41345,35
1933,4,3,Suburb,2006,247047.0008,16
2176,4,1,Suburb,2014,322442.5741,8
1238,5,1,Urban,1976,220041.6624,46
2213,2,2,Rural,2010,282856.2434,12
1662,5,3,Rural,2005,241625.6997,17
2109,3,3,Urban,1995,253309.4123,27
2044,5,3,Urban,1954,251968.213,68
1693,5,1,Rural,1985,174345.8794,37
2342,4,2,Urban,2018,267173.2937,4
2181,5,1,Urban,1957,275088.7048,65
1970,3,2,Rural,1960,216192.672,62
1963,2,3,Suburb,2018,101417.1255,4
2504,5,3,Urban,2020,246424.7756,2
2902,2,3,Rural,1987,321681.9944,35
1075,3,3,Rural,1970,122874.0205,52
1328,5,1,Rural,2012,202227.3768,10
2439,2,2,Suburb,1976,218650.9197,46
2226,4,3,Urban,1973,269685.1559,49
2252,4,2,Urban,1981,314705.9552,41
1151,3,2,Suburb,1968,134670.4954,54
2798,5,1,Rural,1984,298365.2912,38
1071,3,1,Suburb,2018,176105.8735,4
1224,2,1,Suburb,2002,72353.93135,20
1472,2,1,Urban,2002,144311.5011,20
2920,3,2,Urban,2005,237707.7171,17
2666,2,3,Rural,1972,281679.4272,50
1359,3,3,Urban,1964,213877.2545,58
1539,3,2,Suburb,2011,171285.1853,11
1810,4,3,Suburb,2014,152618.1208,8
1608,2,2,Rural,1976,229731.3539,46
2069,3,2,Suburb,1955,244745.2072,67
1000,4,3,Suburb,1965,92588.34748,57
1677,3,1,Suburb,1972,229678.3846,50
2268,2,1,Rural,1986,259436.2717,36
2242,4,3,Rural,1980,334388.4809,42
2637,2,1,Urban,2001,273245.5837,21
1290,5,3,Urban,2007,204910.6191,15
2481,5,3,Suburb,1989,186496.1774,33
1203,5,3,Suburb,2006,96373.96511,16
2225,5,1,Urban,1956,235426.5845,66
1565,4,2,Suburb,1978,198592.0185,44
1481,2,2,Urban,2019,156569.125,3
2815,3,1,Urban,2015,280146.2032,7
1510,3,1,Rural,1952,165797.2071,70
1923,3,2,Urban,2010,248950.1194,12
1277,2,2,Rural,2009,128148.8481,13
2004,4,2,Rural,1962,219689.101,60
1015,2,2,Rural,2018,138909.9192,4
2548,5,3,Rural,1985,391360.3903,37
1355,3,3,Rural,2003,138056.2593,19
1355,2,2,Urban,1980,220071.7011,42
1829,5,3,Suburb,1967,179500.8321,55
2962,5,2,Urban,1954,357671.9329,68
1598,4,1,Rural,1958,132199.1122,64
2101,3,3,Suburb,1968,277194.9878,54
1927,2,3,Rural,1960,235949.2407,62
2090,5,1,Urban,1961,294848.6371,61
1858,5,2,Urban,1994,165468.87,28
2746,3,3,Rural,1985,291280.759,37
1213,2,3,Rural,2013,107626.981,9
2720,2,3,Urban,1982,268268.0548,40
1448,3,2,Suburb,1956,100000.1442,66
1964,5,3,Rural,1951,200182.851,71
2456,4,1,Urban,1953,300988.297,69
2568,3,3,Rural,2018,273726.1374,4
2138,5,1,Suburb,1992,326732.836,30
1786,4,1,Suburb,2000,208106.4869,22
2443,3,2,Suburb,2011,310722.2334,11
1498,3,2,Rural,2008,138341.8557,14
1709,5,3,Urban,2015,129389.1378,7
1379,3,1,Rural,1977,171828.0412,45
2166,2,1,Rural,2010,267230.5783,12
1739,2,2,Rural,1955,193997.3942,67
1631,4,3,Suburb,1971,198847.1536,51
2888,3,3,Suburb,1992,374975.0952,30
2047,2,1,Rural,1966,214661.5907,56
1538,5,3,Rural,1982,148622.7704,40
1944,5,3,Rural,1976,314282.4121,46
2098,5,1,Urban,2003,337466.4591,19
1752,2,2,Rural,1956,268419.8509,66
1534,3,3,Suburb,1999,225726.0854,23
1672,3,2,Suburb,1957,180790.6108,65
2064,3,3,Urban,2008,264239.9869,14
2773,4,2,Urban,2009,308390.5278,13
2774,3,3,Urban,1953,281243.3098,69
1567,2,3,Suburb,1968,101252.5497,54
2436,2,3,Suburb,1961,282320.7782,61
1414,3,3,Rural,1984,213310.6477,38
1448,5,3,Rural,2010,181348.2088,12
1609,4,1,Suburb,1961,253124.4049,61
1657,4,3,Urban,2007,234013.788,15
2797,2,1,Suburb,1979,227665.9863,43
1435,4,3,Suburb,1963,231687.1664,59
2575,5,2,Urban,1993,269629.0414,29
1704,3,2,Suburb,1999,133238.6386,23
1238,4,2,Suburb,1979,116284.5606,43
2065,4,1,Urban,1958,320494.0116,64
1733,2,1,Suburb,1979,273824.0704,43
2731,5,2,Rural,1963,286554.4247,59
1799,2,1,Suburb,1993,242648.1835,29
1009,2,2,Urban,1953,141100.3198,69
1746,4,3,Urban,1983,189440.8435,39
2860,2,3,Rural,2014,320125.2247,8
2288,2,3,Urban,2014,159566.5894,8
2604,4,3,Urban,1966,264521.8756,56
2468,4,1,Suburb,2000,265782.5483,22
1138,4,2,Rural,1953,156522.4629,69
2890,3,1,Suburb,2012,371024.4731,10
1730,5,2,Suburb,1993,317863.8613,29
1195,3,3,Rural,1959,106219.1115,63
2097,4,2,Urban,1968,260364.5235,54
2638,5,1,Rural,2014,318282.416,8
2248,2,2,Urban,1950,102776.2471,72
2658,5,3,Urban,1982,331287.6714,40
2125,4,1,Suburb,2008,202711.2475,14
1263,3,1,Suburb,1968,53916.21983,54
1944,5,2,Suburb,1966,227277.2722,56
1919,2,3,Urban,1982,259746.3956,40
1160,3,2,Rural,1962,98440.79005,60
2256,3,1,Rural,1999,328814.6777,23
1490,3,2,Urban,1994,141909.5914,28
2810,3,2,Suburb,1959,402339.9237,63
1769,2,3,Urban,1959,192809.8914,63
1310,4,2,Rural,2003,233378.1643,19
2674,2,3,Suburb,1963,281091.4215,59
1226,4,2,Rural,1952,143758.9758,70
1272,4,3,Rural,2019,133054.8051,3
1937,5,1,Suburb,1976,208162.9412,46
1316,2,3,Suburb,1957,124232.7182,65
2922,4,3,Rural,1976,308865.3862,46
2109,2,2,Suburb,2006,293370.8301,16
1290,2,2,Suburb,1982,177064.6948,40
2492,4,1,Urban,1961,192897.7842,61
1728,4,3,Urban,1993,195162.9558,29
2894,3,1,Urban,2002,382234.0672,20
2601,5,2,Suburb,2011,337422.787,11
2792,4,3,Urban,2003,270130.5596,19
2670,4,1,Rural,1965,267142.1506,57
2427,4,2,Urban,1974,302086.0925,48
2450,5,2,Rural,1992,241278.8253,30
1374,2,1,Rural,1961,91205.34807,61
2925,3,3,Urban,2003,318134.487,19
1566,3,1,Urban,1957,209296.8309,65
1867,2,2,Suburb,1966,217712.5197,56
1754,5,3,Suburb,1983,201393.2033,39
1251,5,3,Urban,2015,140339.6355,7
2556,4,1,Rural,2011,325181.2573,11
1306,5,2,Urban,2019,117072.9619,3
2453,5,1,Suburb,2003,311964.9717,19
1674,4,1,Suburb,1984,230818.1813,38
1867,2,2,Rural,1987,180433.357,35
1263,3,3,Suburb,1977,165444.4177,45
1067,2,3,Urban,2013,155371.4197,9
2130,2,1,Rural,2008,220425.7095,14
2423,4,3,Urban,2002,229470.1876,20
2602,2,2,Rural,2020,210726.6515,2
2222,5,3,Rural,1960,203760.1512,62
2215,2,2,Urban,1998,280654.8453,24
1513,2,3,Suburb,2016,102370.993,6
1768,4,1,Suburb,1966,215972.3039,56
1441,4,2,Rural,1956,149135.7838,66
1000,3,2,Rural,1965,68931.84905,57
1357,5,2,Suburb,1954,96271.48959,68
2138,5,3,Rural,2018,239991.1909,4
1902,3,1,Suburb,1992,272275.9408,30
2623,3,3,Suburb,2014,290254.4022,8
2220,4,1,Urban,1955,385563.3951,67
2627,3,2,Urban,1962,376982.3552,60
1273,2,3,Suburb,1990,97844.67352,32
1855,3,2,Suburb,1972,147913.697,50
2017,2,3,Urban,1977,266909.2162,45
2183,3,1,Suburb,1957,191977.1131,65
1172,4,1,Suburb,1963,100920.8768,59
2568,5,2,Rural,1953,317548.085,69
2481,2,1,Urban,2018,345661.4474,4
1584,5,3,Urban,1953,237148.6642,69
2456,2,3,Urban,1975,272066.2833,47
1928,5,2,Rural,1984,281386.8912,38
1480,4,2,Urban,1956,260256.4019,66
1454,2,2,Urban,1992,155220.9845,30
1195,3,2,Urban,1986,96950.35279,36
1795,4,3,Suburb,1960,174279.5587,62
1598,5,2,Rural,1972,185896.3164,50
2332,2,1,Suburb,1978,225721.7518,44
2759,4,1,Urban,1971,317671.5468,51
1555,5,1,Rural,1992,131104.3823,30
1847,2,1,Suburb,2001,212029.7657,21
2517,2,2,Rural,1972,245445.1767,50
1438,4,3,Urban,1953,176621.4403,69
1649,5,1,Rural,2011,262903.6543,11
2805,5,1,Urban,1982,412620.573,40
1358,2,1,Rural,1989,151419.914,33
2059,5,1,Urban,2011,308018.8012,11
2057,3,2,Urban,1987,241086.7243,35
2111,3,1,Rural,1995,157113.0889,27
1657,2,1,Suburb,1988,188716.807,34
1015,5,1,Urban,1961,68502.04053,61
1744,2,3,Urban,1998,259690.7851,24
1420,3,3,Urban,1958,152214.9168,64
1552,2,1,Suburb,1976,61705.60004,46
1766,2,3,Urban,1955,125536.7723,67
1792,4,1,Suburb,1989,171830.3391,33
2149,4,1,Urban,1987,137913.6044,35
2031,3,1,Rural,2010,236417.4312,12
2495,5,1,Rural,1980,333690.8979,42
2491,3,2,Urban,1981,248635.1616,41
1879,5,1,Urban,1964,223765.6475,58
